31/01/2014;880;A;ILS;0,68880000;0,69100000;3,51150000;3,52150000
31/01/2014;892;A;KGS;0,04811000;0,04813000;50,41580000;50,41580000
31/01/2014;893;A;UZS;0,00108100;0,00110500;2195,00000000;2245,00000000
31/01/2014;905;A;BDT;0,03108000;0,03129000;77,55000000;78,05000000
31/01/2014;911;A;WST;5,51170000;5,77690000;0,42000000;0,44010000
31/01/2014;913;A;KZT;0,01559000;0,01561000;155,46000000;155,56000000
31/01/2014;915;A;MNT;0,00141400;0,00144800;1676,00000000;1715,00000000
31/01/2014;920;A;VUV;0,02355000;0,02554000;95,01000000;103,00000000
31/01/2014;930;A;KRW;0,00224100;0,00224600;1080,36000000;1082,26000000
31/01/2014;946;A;TZS;0,00149200;0,00150100;1616,00000000;1626,00000000
31/01/2014;950;A;KES;0,02804000;0,02808000;86,40000000;86,50000000
31/01/2014;955;A;UGX;0,00097810;0,00098230;2470,00000000;2480,00000000
31/01/2014;960;A;SOS;0,00227300;0,00228900;1060,00000000;1067,00000000
31/01/2014;975;A;PLN;0,76960000;0,77030000;3,14980000;3,15180000
31/01/2014;978;B;EUR;3,27110000;3,27260000;1,34850000;1,34880000
31/01/2014;998;A;XAU;97,57440000;97,59860000;0,02486000;0,02486000
